,bsns_year,corp_code,기말의현금,기초의현금,영업활동현금흐름,재무활동현금흐름,투자활동현금흐름
16018,2024,00936787,33899657874.0,31043123917.0,44143036651.0,-4034355868.0,-39042183754.0
16019,2015,00937324,216889941351.0,269511209613.0,602649461623.0,418963065535.0,-1074721088031.0
16020,2016,00937324,72963541200.0,216889941351.0,477141542624.0,-276103942286.0,-344968860144.0
16021,2017,00937324,130080012134.0,72963541200.0,363539142113.0,-67047597100.0,-238359420266.0
16022,2018,00937324,144575886793.0,130080012134.0,505125867527.0,-84578765004.0,-406085630861.0
16023,2019,00937324,238421583837.0,144575886793.0,374302117117.0,-340888751676.0,61286776913.0
16024,2020,00937324,72692061597.0,238421583837.0,313359732623.0,71964403366.0,-555166379120.0
16025,2021,00937324,48370697760.0,72692061597.0,113498538668.0,79256800739.0,-214664111591.0
16026,2022,00937324,204462825015.0,48370697760.0,269990438054.0,-236515282309.0,124287996860.0
16027,2023,00937324,323122949620.0,204462825015.0,1277743296679.0,-895755848954.0,-263452854827.0
16028,2024,00937324,185892667873.0,323122949620.0,1163470899804.0,398470996493.0,-1700154127568.0
16029,2018,00945208,11767910327.0,14333399376.0,387705815.0,,-2953194864.0
16030,2019,00945208,6712203995.0,11767910327.0,-17273670.0,-42300000.0,-4996132662.0
16031,2020,00945208,4496138825.0,6712203995.0,778936967.0,-42300000.0,-2952702137.0
16032,2021,00945208,3786451092.0,4496138825.0,-333016023.0,6454436884.0,-6832868752.0
16033,2022,00945208,2353420486.0,3786451092.0,1167919728.0,2936069798.0,-5516763672.0
16034,2023,00945208,1743634921.0,2353420486.0,-575838542.0,866796068.0,-923834309.0
16035,2016,00945208,10563734234.0,4569529649.0,-2410384499.0,-1668997600.0,10073586684.0
16036,2017,00945208,14333399376.0,10563734234.0,3732127379.0,,37537763.0
16037,2015,00945208,4569529649.0,2209947037.0,1156271820.0,20341017881.0,-19137707089.0
16038,2017,00938721,42460976528.0,18416529599.0,19550826209.0,56876723800.0,-50491722189.0
16039,2018,00938721,14957282217.0,42460976528.0,-48189137375.0,31375572300.0,-10703333539.0
16040,2019,00938721,6999703710.0,14957282218.0,-7236789993.0,13050491264.0,-14359077253.0
16041,2020,00938721,30131580382.0,6999703710.0,5875350253.0,43551383555.0,-24732358880.0
16042,2021,00938721,14030597662.0,30131580382.0,-19675162078.0,-20597367914.0,22797810661.0
16043,2022,00938721,9072781749.0,14030597662.0,-4594153042.0,-3307234844.0,1628021048.0
16044,2023,00938721,36455859343.0,9072781749.0,24648598940.0,-18723971154.0,21632886127.0
16045,2024,00938721,9159971519.0,36455859343.0,-20802610886.0,-2695449261.0,-4381284875.0
16046,2015,00939331,14543863099.0,15952399916.0,51557641156.0,-52490511331.0,-554645973.0
16047,2016,00939331,11430193550.0,14543863099.0,32604411368.0,3286829800.0,-38662526966.0
16048,2017,00939331,5813585748.0,11430193550.0,9005639634.0,112478010009.0,-126911489734.0
16049,2018,00939331,9870452614.0,5813585748.0,52480439723.0,284079016262.0,-332553666130.0
16050,2019,00939331,32189192183.0,9870452614.0,70380902840.0,1425986377.0,-49581623904.0
16051,2020,00939331,309374051958.0,32189192183.0,106230173063.0,-65510722545.0,237031539168.0
16052,2021,00939331,83462792621.0,309374051958.0,11402501993.0,-84961985066.0,-152886170209.0
16053,2022,00939331,60391905722.0,83462792621.0,77165471912.0,173862509773.0,-274878364688.0
16054,2023,00939331,19825959417.0,60391905722.0,38780368338.0,28962695932.0,-108467050096.0
16055,2024,00939331,52818127410.0,19825959417.0,156083700498.0,-10871646974.0,-113822197432.0
16056,2022,00958664,6836520038.0,11356039488.0,-21609428104.0,25720881847.0,-8496318374.0
16057,2023,00958664,3034219163.0,6836520038.0,6759194943.0,11945197410.0,-22502707085.0
16058,2024,00958664,7665072272.0,3034219163.0,7824041894.0,10464025207.0,-13742826423.0
16059,2024,01663116,32578860747.0,15983969350.0,-135473394.0,31865785549.0,-15395411161.0
16060,2015,00939687,28696047504.0,17949244011.0,20791046300.0,-690000000.0,-9348984737.0
16061,2016,00939687,39867376119.0,28696047504.0,24288450925.0,-713400000.0,-12458709523.0
16062,2017,00939687,35053341672.0,39867376119.0,4622256560.0,-981600000.0,-7861614031.0
16063,2018,00939687,39659979786.0,35053341672.0,9375770899.0,-1011200000.0,-3667226619.0
16064,2019,00939687,32485816405.0,39659979786.0,9514575663.0,-11715405831.0,-4606793589.0
16065,2020,00939687,49288595610.0,32485816405.0,22170743404.0,-1795757195.0,-2948672041.0
16066,2021,00939687,32044316955.0,49288595610.0,-13921298236.0,18311874859.0,-21612074225.0
16067,2022,00939687,51407518321.0,32044316955.0,-17247095644.0,42201378226.0,-4930693841.0
16068,2023,00939687,57511787609.0,51407518321.0,43135208060.0,-14323095730.0,-22576425331.0
16069,2024,00939687,52571116061.0,57511787609.0,15449891232.0,-32800803631.0,11780143554.0
16070,2020,01142075,11428541615.0,6458756254.0,6922906526.0,-2327824604.0,374758199.0
16071,2021,01142075,21581790169.0,11428541615.0,10325416785.0,15210208524.0,-15382499554.0
16072,2022,01142075,19186740763.0,21581790169.0,10809434969.0,-2959446340.0,-10245098883.0
16073,2023,01142075,19308305639.0,19186740763.0,6173929126.0,-1292807875.0,-4759092413.0
16074,2024,01142075,14187130332.0,19308305639.0,762016964.0,-1356911870.0,-4526942385.0
16075,2020,01142400,11970452202.0,2995326695.0,2398962666.0,17060353264.0,-10274823475.0
16076,2021,01142400,11478733228.0,11970452202.0,1907976028.0,18408660952.0,-21267268913.0
16077,2022,01142400,7617295515.0,11478733228.0,837410312.0,-6759242731.0,2070637881.0
16078,2023,01142400,3865335050.0,7617295515.0,3089399887.0,5459357971.0,-12482396841.0
16079,2017,00660750,4714448753.0,4433315626.0,31049720937.0,33303789320.0,-64049551045.0
16080,2018,00660750,2833298662.0,4714448753.0,44291362852.0,64687656272.0,-110859799373.0
16081,2019,00660750,6695505222.0,2833298662.0,40329963235.0,21559904232.0,-57998175316.0
16082,2020,00660750,46183201270.0,6695505222.0,70924590092.0,-5352534702.0,-25906855745.0
16083,2021,00660750,46373995758.0,46183201270.0,96579842008.0,-18395417179.0,-77942283798.0
16084,2022,00660750,30833756712.0,46373995758.0,82582765480.0,-5298277073.0,-92448191263.0
16085,2023,00660750,27555886139.0,30833756712.0,44782910677.0,81756935293.0,-129737234387.0
16086,2024,00660750,31122432977.0,27555886139.0,75346097831.0,-45629518048.0,-26400268981.0
16087,2015,00989664,13981621305.0,805827844.0,-4985044988.0,37939653320.0,-19778818615.0
16088,2016,00989664,886990830.0,13981621305.0,989015465.0,,-14083665961.0
16089,2017,00989664,972397442.0,886990830.0,-4999016732.0,,5084418862.0
16090,2018,00989664,424716747.0,972397442.0,-5858042211.0,30000000.0,5280361516.0
16091,2019,00989664,354422649.0,424716747.0,-5900640900.0,-385960201.0,6216307003.0
16092,2020,00989664,16200646043.0,354422649.0,-4501702951.0,40113352564.0,-19765426219.0
16093,2021,00989664,507370699.0,16200646043.0,-14287769360.0,974126775.0,-2378632759.0
16094,2022,00989664,2028503071.0,508370699.0,-10763110115.0,-37224691504.0,49507933991.0
16095,2024,00989664,862364483.0,1610034625.0,-20839308656.0,44738173396.0,-24650030253.0
16096,2015,00923792,6600225270.0,15129212833.0,-7009227882.0,-4040916653.0,2460579125.0
16097,2016,00923792,16045206693.0,6600225270.0,-18242259701.0,39750000000.0,-12113212588.0
16098,2017,00923792,5274409771.0,16045206693.0,-7436599178.0,-675000000.0,-2471974205.0
16099,2018,00923792,7079739635.0,5274409771.0,-5418818709.0,-725000000.0,7977227405.0
16100,2019,00923792,1723672722.0,7079739635.0,-4205698023.0,-129066334.0,-896580538.0
16101,2020,00923792,4705452917.0,1723672722.0,-1296462069.0,3896512756.0,456659968.0
16102,2021,00923792,1542980354.0,4705452917.0,-1699255779.0,-115173615.0,-1348043169.0
16103,2022,00923792,481719918.0,1542980354.0,-3706004981.0,-35552164.0,2680296709.0
16104,2023,00923792,308689581.0,481719918.0,-2238985602.0,1712670783.0,353351056.0
16105,2024,00923792,178813313.0,308689581.0,-2396231332.0,215683407.0,2050524058.0
16106,2022,00957373,4020613431.0,4689488649.0,3869550467.0,9463936673.0,-13964357680.0
16107,2023,00957373,5686860036.0,4020613431.0,7613113332.0,-610925710.0,-5314006923.0
16108,2024,00957373,3013039749.0,5686860036.0,-4595894382.0,2494979620.0,-577621610.0
16109,2015,00164502,6022277730.0,3711387697.0,8150161884.0,-635753000.0,-5205278504.0
16110,2016,00164502,5114264608.0,6022277730.0,9378228270.0,-839276637.0,-9738663782.0
16111,2017,00164502,14164392144.0,5114264608.0,21573710058.0,-1302145238.0,-9559092266.0
16112,2018,00164502,19147546965.0,14164392144.0,1103110722.0,-446139688.0,4401000824.0
16113,2019,00164502,7666858626.0,19147546965.0,9377112715.0,-955894172.0,-19640504143.0
16114,2020,00164502,15019541494.0,7666858626.0,9801585286.0,1204495809.0,-2882267519.0
16115,2021,00164502,12823334768.0,15019541494.0,15772695665.0,-2026602265.0,-16122648544.0
16116,2022,00164502,20823981114.0,12823334768.0,19730213374.0,-2307801705.0,-9407607367.0
16117,2023,00164502,39028445081.0,20823981114.0,34804660629.0,-2843387403.0,-13754735829.0
16118,2024,00164502,20086530696.0,39028445081.0,-4729242598.0,-3287841670.0,-11083065425.0
16119,2015,00492353,16079610414.0,10100298882.0,1346750707.0,13888920137.0,-9257224052.0
16120,2016,00492353,13588136980.0,16079610414.0,2149579863.0,-1704973936.0,-2931384949.0
16121,2017,00492353,11635522330.0,13588136980.0,3382652952.0,-1242443700.0,-4078987209.0
16122,2018,00492353,14739035840.0,11728063093.0,892037222.0,-159558750.0,2278122870.0
16123,2019,00492353,20120997220.0,14739035840.0,8178198010.0,-1059026425.0,-1708411403.0
16124,2020,00492353,24602632178.0,20120997220.0,6270255435.0,2849748970.0,-4555305434.0
16125,2021,00492353,23128302765.0,24602632178.0,11468107589.0,-1334053803.0,-11523043387.0
16126,2022,00492353,24992491371.0,23128302765.0,8794030281.0,-2047707092.0,-4587612889.0
16127,2023,00492353,38075972077.0,24992491371.0,-2069270203.0,-2512404667.0,18217736184.0
16128,2024,00492353,39374615886.0,38075972077.0,6076595910.0,-3028846198.0,-2009368413.0
16129,2015,00956930,295358192513.0,281578609519.0,43601234067.0,-70425361187.0,30780707293.0
16130,2016,00956930,285279681344.0,295358192513.0,330767605.0,-64740579115.0,47656295211.0
16131,2017,00956930,190772957208.0,285279681344.0,51355282879.0,-125371231845.0,-2042319129.0
16132,2018,00956930,217820184585.0,190772957208.0,50143797504.0,19273365697.0,-44153158822.0
16133,2019,00956930,224333751527.0,217820184585.0,56671100399.0,-28126831673.0,-20446096436.0
16134,2020,00956930,148082283306.0,224333751527.0,26958979495.0,-16260163829.0,-82042344635.0
16135,2021,00956930,189992928310.0,148082283306.0,48426079818.0,81779687098.0,-89141147539.0
16136,2022,00956930,218644068288.0,189992928310.0,34543783894.0,-8832004688.0,1894623989.0
16137,2023,00956930,,218644068288.0,21041246510.0,53324781471.0,-111331453235.0
16138,2024,00956930,148642627126.0,180464264703.0,34420741049.0,80007319656.0,-150121752873.0
16139,2016,00866062,18799305103.0,18037176327.0,-1126517397.0,26805685288.0,-25186716551.0
16140,2017,00866062,12323090720.0,18799305103.0,4490429330.0,2003934736.0,-12443948466.0
16141,2018,00866062,7158408216.0,12323090720.0,4061524648.0,-2740757000.0,-6546101193.0
16142,2019,00866062,12061414912.0,7158408216.0,11171623783.0,4405816120.0,-10586182969.0
16143,2020,00866062,14306550610.0,12061414912.0,11619132937.0,-3169108654.0,-5810462022.0
16144,2021,00866062,19442207290.0,14306550610.0,-7287620190.0,-1854247036.0,14251944691.0
16145,2022,00866062,4318437325.0,19442207290.0,9007651669.0,21211062370.0,-45357323529.0
16146,2023,00866062,12176092431.0,4318437325.0,981781230.0,6581055012.0,301750693.0
16147,2024,00866062,996025403.0,12176092431.0,1872230553.0,-3406797212.0,-9677770206.0
16148,2015,00866062,18037176327.0,10569430114.0,12819372954.0,9091627800.0,-14688220894.0
16149,2016,00654272,1292989143.0,879502173.0,3368983400.0,-3217693414.0,257914284.0
16150,2017,00654272,1109517937.0,1292989143.0,1867335685.0,-2307942576.0,257963596.0
16151,2018,00654272,1458032973.0,1109517937.0,1869567637.0,-450399452.0,-1066514645.0
16152,2019,00654272,18475373188.0,1458032973.0,3661909372.0,15051649423.0,-1657468107.0
16153,2020,00654272,9129431437.0,18475373188.0,4050204828.0,-5123371413.0,-8102405166.0
16154,2021,00654272,5535139032.0,9129431437.0,1056654947.0,-2246476904.0,-2402656831.0
16155,2022,00654272,6269692096.0,5535139032.0,1475362701.0,5649817415.0,-6176978922.0
16156,2023,00654272,7985300587.0,6269692096.0,-68586023.0,14286409940.0,-12336792884.0
16157,2024,00654272,7418268408.0,7985300587.0,-3589777587.0,12655021667.0,-9683768581.0
16158,2015,00654272,879502173.0,1512265660.0,1435969589.0,-340249785.0,-1727669010.0
16159,2018,00327819,34891674544.0,35323253177.0,10608201986.0,-2601842150.0,-8434010233.0
16160,2019,00327819,14995848178.0,34891674544.0,131619186.0,-1817147930.0,-18204146631.0
16161,2020,00327819,3615207344.0,14995848178.0,12726588461.0,-3151023523.0,-20958587899.0
16162,2021,00327819,5905009743.0,3615207344.0,-10860599644.0,-620694844.0,13761329583.0
16163,2022,00327819,28162470349.0,5905009743.0,-13056474628.0,22619656660.0,13339898813.0
16164,2023,00327819,31684455462.0,28162470349.0,6034986150.0,650163819.0,-3049789149.0
16165,2024,00327819,55694675433.0,31684455462.0,-34465698382.0,75549196438.0,-17195641120.0
16166,2017,00327819,35323253177.0,8346522356.0,17707486921.0,23330264300.0,-12742296194.0
16167,2015,00317104,15427607336.0,10981278654.0,25574370766.0,1813466886.0,-23401640395.0
16168,2016,00317104,26375194707.0,15427607336.0,19407992933.0,-3909168298.0,-4704931414.0
16169,2017,00317104,26962054111.0,26375194707.0,8864281736.0,-3904888515.0,-2627941215.0
16170,2018,00317104,13922487324.0,26962054111.0,5226114141.0,3404586443.0,-21988312940.0
16171,2019,00317104,8844681152.0,13922487324.0,7026813595.0,-7086146584.0,-5172698529.0
16172,2020,00317104,27591697372.0,8844681152.0,22596168569.0,-3008177614.0,422881795.0
16173,2021,00317104,22836677244.0,27591697372.0,2172655184.0,-6200344046.0,-1559381161.0
16174,2022,00317104,40006084003.0,22836677244.0,18387272637.0,3860778622.0,-5296274839.0
16175,2023,00317104,34624718905.0,40006084003.0,10000387214.0,8350256956.0,-24011862165.0
16176,2024,00317104,20973991292.0,34624718905.0,2250555105.0,-30905117926.0,14259355952.0
16177,2015,00954242,302396920.0,249757151.0,4618260004.0,-4565560735.0,
16178,2017,00954242,44979051.0,427914845.0,2248433128.0,-2608573018.0,-60000.0
16179,2018,00954242,165474940.0,44979051.0,3398658513.0,-3202142451.0,
16180,2019,00954242,31369533.0,165474940.0,4740762908.0,-4774630383.0,0.0
16181,2020,00954242,20814285.0,31369533.0,2580402367.0,-2558760745.0,
16182,2023,00493325,4591438691.0,2116989910.0,15273439731.0,40429188348.0,-53226775698.0
16183,2024,00493325,6966556128.0,4591438691.0,6359262127.0,23939896921.0,-28022598412.0
16184,2018,00867849,11644502982.0,11148156667.0,1997599589.0,8456874221.0,-9958127495.0
16185,2019,00867849,21331233737.0,11644502982.0,-859096406.0,10536245441.0,9709427.0
16186,2020,00867849,10051938132.0,21331233737.0,1089458313.0,-13364209225.0,996420784.0
16187,2021,00867849,22525371113.0,10051938132.0,8838841802.0,4508061052.0,-895375946.0
16188,2022,00867849,12928551155.0,22525371113.0,-35269548127.0,25976630284.0,-323339436.0
16189,2023,00867849,25827821604.0,12928551155.0,28784408245.0,-13816981177.0,-2067390003.0
16190,2024,00867849,32027180308.0,25827821604.0,10003346237.0,-4079650645.0,275663112.0
16191,2019,00925295,17951408321.0,9157755148.0,-1755942146.0,13588086738.0,-2997871448.0
16192,2020,00925295,9670708567.0,17951408321.0,25237279488.0,-1620909112.0,-31812019863.0
16193,2021,00925295,11237656235.0,9670708567.0,272137752.0,-9634313055.0,10825318049.0
16194,2022,00925295,4950782914.0,11237656235.0,-19385153994.0,-2623840227.0,15946773433.0
16195,2023,00925295,17631342650.0,4950782914.0,23480960832.0,-2055256110.0,-8665726628.0
16196,2024,00925295,4292900165.0,17631342650.0,-13087459632.0,18140950033.0,-18403299620.0
16197,2015,00925295,,7149439431.0,-3007293308.0,28235484300.0,9590554015.0
16198,2016,00925295,,42014702999.0,8771329249.0,-4862052880.0,-39070054014.0
16199,2017,00925295,3961545368.0,6928366114.0,-144577552.0,-2501919040.0,-194918446.0
16200,2018,00925295,9157755148.0,3961545368.0,-1829026334.0,,7001439289.0
16201,2016,00659684,16118443580.0,3102935108.0,-6118059631.0,11313567060.0,7609908103.0
16202,2017,00659684,4156345138.0,16118443580.0,-3101056680.0,-1641508660.0,-6980844951.0
16203,2018,00659684,3158490269.0,4156345138.0,-2712248808.0,-900000000.0,2629730670.0
16204,2019,00659684,4283255886.0,3158490269.0,-3390414873.0,78403896302.0,-73874503324.0
16205,2020,00659684,8230786923.0,4283255886.0,-6989179441.0,17085074920.0,-6136870648.0
16206,2021,00659684,2643547461.0,8230787047.0,-1837172802.0,13571084819.0,-17334538828.0
16207,2022,00659684,308086838.0,2643547461.0,-1170138107.0,-32033187658.0,30867865519.0
16208,2023,00659684,1524509306.0,308086838.0,-5151100687.0,-1386336690.0,7760901664.0
16209,2024,00659684,4382244050.0,1524509306.0,2584466054.0,-462536790.0,637082610.0
16210,2017,00991191,3832503178.0,2143072906.0,-1114753448.0,6691938220.0,-3866203300.0
16211,2018,00991191,6915146317.0,3832503178.0,3714896761.0,2290250000.0,-2890696355.0
16212,2019,00991191,3437659543.0,6915146317.0,-449877213.0,19065354092.0,-22139508681.0
16213,2020,00991191,1539104031.0,3437659543.0,-5648350337.0,-8956295.0,3754577983.0
16214,2021,00991191,765544260.0,1539104031.0,-8642823417.0,-116812752.0,7987343536.0
16215,2022,00991191,5296332300.0,765544260.0,-7491983551.0,21486164223.0,-9463441232.0
16216,2023,00991191,12255834978.0,5296332300.0,-9483894498.0,2891813978.0,13551153446.0
16217,2024,00991191,18862923989.0,12255834978.0,-14394378088.0,18843263389.0,2074751256.0
16218,2015,00861997,1842354908.0,1973763838.0,-2837874572.0,6928300792.0,-4239835150.0
16219,2016,00861997,235761870.0,1824354908.0,5334220384.0,-1921402704.0,-5001410718.0
16220,2017,00861997,9669765171.0,235761870.0,-2261852361.0,17666551638.0,-5970618836.0
16221,2018,00861997,3057724740.0,9669765171.0,2782807930.0,-7305391232.0,-2087133191.0
16222,2019,00861997,2432120316.0,3057724740.0,-4795682286.0,9683920886.0,-5510583543.0
16223,2020,00861997,2132901070.0,2453748258.0,8413665068.0,-4245085151.0,-4485975350.0
16224,2021,00861997,18106060852.0,2132901070.0,11147727535.0,565707496.0,4259965325.0
16225,2022,00861997,23976091093.0,18106060852.0,-17665572253.0,32607450214.0,-9071255632.0
16226,2023,00861997,,23976091093.0,-8576991124.0,9890522157.0,-18877677730.0
16227,2024,00861997,8390882208.0,6411918668.0,-1505848429.0,12375753888.0,-8895274901.0
16228,2018,00554352,1378127369.0,9224640356.0,-4820353796.0,73181454101.0,-76207630227.0
16229,2019,00554352,4546657927.0,1378127369.0,-9070228848.0,68164538543.0,-55925485909.0
16230,2020,00554352,2030690728.0,4546657927.0,-16085515599.0,2894077854.0,10675470546.0
16231,2021,00554352,9023819264.0,2030690728.0,-21948274268.0,52229768177.0,-23288365373.0
16232,2022,00554352,42308482618.0,9023819264.0,-11613387254.0,42001555581.0,2896495027.0
16233,2023,00554352,2356229645.0,42308482618.0,-11397683544.0,-29764550665.0,1209981236.0
16234,2024,00554352,14230465294.0,2356229645.0,-16128863126.0,-33912332547.0,61915431322.0
16235,2016,00872452,7314538238.0,9389826591.0,-2284613131.0,9675609850.0,-9651603760.0
16236,2017,00872452,4383183147.0,7314538238.0,-11607742454.0,3375048510.0,5385905133.0
16237,2018,00872452,4277910004.0,4383183147.0,10138370043.0,1738600000.0,-11957609432.0
16238,2019,00872452,2779084823.0,4277910004.0,6087853650.0,27380611117.0,-34964054600.0
16239,2020,00872452,566172554.0,2779084823.0,6090265520.0,-21832251311.0,13529073522.0
16240,2021,00872452,2922544963.0,566172554.0,-5126803271.0,-11579977547.0,19044587414.0
16241,2024,00867034,10687813728.0,1969712258.0,7802983688.0,3507074927.0,-2591957145.0
16242,2023,00813389,9530419453.0,2596949456.0,-6592899441.0,12054659272.0,1479682778.0
16243,2024,00813389,55994583.0,9530419453.0,-8108679151.0,-1678479957.0,312734130.0
16244,2024,00429694,2953567128.0,2548559081.0,571761769.0,8234924248.0,-8441554731.0
16245,2015,00429694,209323439.0,3783143403.0,-404132207.0,15372020000.0,-18542276524.0
16246,2016,00429694,6347161776.0,209323439.0,6885313569.0,6564000000.0,-7758466319.0
16247,2017,00429694,1812504725.0,6347161776.0,4685716295.0,1111295070.0,-10239278346.0
16248,2018,00429694,5592569177.0,1812504725.0,-7963359104.0,14923678725.0,-3178492805.0
16249,2019,00429694,3588807771.0,5592569177.0,6851052628.0,12528659296.0,-21357454429.0
16250,2020,00429694,4615050355.0,3588807771.0,4873461845.0,-9609029529.0,5846651920.0
16251,2021,00429694,15810412977.0,4615050355.0,2140973287.0,9305764369.0,-248511347.0
16252,2022,00429694,7935715772.0,15810412977.0,-1672705241.0,-3402403297.0,-2592015550.0
16253,2023,00429694,2548559081.0,7935715772.0,9827879756.0,-11577462923.0,-3612434075.0
16254,2024,00870065,23869682383.0,13751510416.0,94576491.0,13922348761.0,-4025956970.0
16255,2017,00838005,3925188324.0,1845195453.0,-19284879726.0,36465119152.0,-15101027965.0
16256,2018,00838005,13538273833.0,3925188324.0,-34352232031.0,56693972085.0,-12708274358.0
16257,2019,00838005,15664749245.0,13538273833.0,-859007945.0,16259662769.0,-13244431653.0
16258,2020,00838005,7719093661.0,15664749245.0,8453643061.0,135838326132.0,-152247110915.0
16259,2021,00838005,4159323871.0,7719093661.0,-15421153904.0,113458271891.0,-101596649270.0
16260,2022,00838005,7713930249.0,4159323871.0,42389472798.0,167779395526.0,-206910373184.0
16261,2023,00838005,3380339940.0,7713930249.0,99390697735.0,7434688499.0,-111626873490.0
16262,2024,00838005,14780139815.0,3380339940.0,-163368136295.0,267987079267.0,-93685469687.0
16263,2021,00923826,6092331143.0,3144288648.0,-3852924638.0,-1235666638.0,7915720147.0
16264,2022,00923826,3341160608.0,6092331143.0,-2773420364.0,-296388683.0,313602118.0
16265,2015,00923826,9833821945.0,3306745846.0,12635155471.0,5273267959.0,-11384951870.0
16266,2016,00923826,3039780010.0,9833821945.0,-12314504977.0,8746951024.0,-3315125574.0
16267,2017,00923826,1771768424.0,3039780010.0,2025592302.0,9971387024.0,-13104479773.0
16268,2018,00923826,1876417885.0,1771768424.0,659967533.0,7634371181.0,-8189962295.0
16269,2019,00923826,2287356248.0,1876417885.0,-8277831784.0,2233990666.0,6454779481.0
16270,2020,00923826,3144288648.0,2287356248.0,-6097440538.0,6303993338.0,665907684.0
16271,2023,00923826,5700992421.0,3341160608.0,-2800510785.0,23759958891.0,-18594363784.0
16272,2024,00923826,6903679465.0,5700992421.0,2766992909.0,-874770777.0,-690742284.0
16273,2024,00767460,82814739915.0,56412206022.0,55132152886.0,-15859228922.0,-13415417312.0
16274,2021,00767460,90464359133.0,75842266612.0,88555529985.0,-24032669418.0,-50557092662.0
16275,2022,00767460,16403880073.0,90464359133.0,17437173940.0,5083726445.0,-97765978520.0
16276,2023,00767460,56412206022.0,16403880073.0,60012501100.0,32495468414.0,-52361669546.0
16277,2020,00767460,75842266612.0,28540843961.0,80937950639.0,-21221994831.0,-12370012024.0
16278,2015,00767460,23565973396.0,23582340422.0,22159451548.0,7396049395.0,-29621876486.0
16279,2016,00767460,43575859929.0,23565973396.0,33861578845.0,13400418351.0,-27334132161.0
16280,2017,00767460,71135116313.0,43575859929.0,69659715476.0,-19638445609.0,-22425852503.0
16281,2018,00767460,11202834020.0,71135116313.0,17935305968.0,-8844243042.0,-69404941901.0
16282,2019,00767460,28540843961.0,11202834020.0,38066432014.0,-6506314303.0,-14450276233.0
16283,2018,00531829,11568401189.0,6609781869.0,2036977912.0,16074722083.0,-13113638911.0
16284,2019,00531829,10280722239.0,11568401189.0,3108528677.0,1115502780.0,-5454722780.0
16285,2020,00531829,13291285807.0,10280722239.0,4002525540.0,2575883983.0,-3433923114.0
16286,2021,00531829,16031970121.0,13291285807.0,16523412006.0,-4029197506.0,-9744023036.0
16287,2022,00531829,5936248677.0,16031970121.0,8591190901.0,-5192792630.0,-13316894195.0
16288,2023,00531829,19047028484.0,5936248677.0,17806630415.0,-5400912142.0,856615754.0
16289,2024,00531829,56261264190.0,19047028484.0,23663695132.0,-2792691539.0,15681744684.0
16290,2021,01022902,1149946018.0,2348668523.0,-2111559166.0,5433427195.0,-4520590722.0
16291,2022,01022902,1131913750.0,1149946018.0,-8354885204.0,10794029955.0,-2450861121.0
16292,2023,01022902,2827077833.0,1131913750.0,2092892790.0,-644162967.0,249450163.0
16293,2024,01022902,461086216.0,2827077833.0,-2928558445.0,555811725.0,3924519.0
16294,2024,00961774,36631116169.0,7514167864.0,-17037484542.0,88029871042.0,-41930275255.0
16295,2017,00961774,13819545407.0,12500375060.0,7882630090.0,4622024000.0,-10273186479.0
16296,2018,00961774,7606768499.0,13819545407.0,10317685560.0,-6954373148.0,-9765354937.0
16297,2019,00961774,10251685500.0,7606768499.0,13639526145.0,-1204967630.0,-9609834280.0
16298,2020,00961774,12354633185.0,10251685500.0,-7389075766.0,5917419108.0,3882406971.0
16299,2021,00961774,15154729880.0,12354633185.0,3148501119.0,1389056469.0,-1749176017.0
16300,2022,00961774,14928095182.0,15154729880.0,-2646341983.0,26514339398.0,-23981307668.0
16301,2023,00961774,7514167864.0,14928095182.0,-9072678486.0,-2539682853.0,4265513881.0
16302,2022,00995993,23283798442.0,1609002694.0,463866264.0,36228065975.0,-14919150999.0
16303,2023,00995993,2329812242.0,23283798442.0,-9650012728.0,-253715202.0,-11038901313.0
16304,2024,00995993,7296295571.0,2329812242.0,-17804143436.0,21984508256.0,775460778.0
16305,2021,00995993,1609002694.0,3027801581.0,-1692872759.0,-339479871.0,587509447.0
16306,2015,00995993,3830291490.0,2454317643.0,-841171735.0,13731691700.0,-11514546118.0
16307,2016,00995993,10087768173.0,3830291490.0,-1503150561.0,8020492060.0,-259864816.0
16308,2017,00995993,36830137714.0,10087768173.0,-2126338737.0,30522746365.0,-1653799431.0
16309,2018,00995993,7833677803.0,36830137714.0,-8304743034.0,10549684815.0,-31238625581.0
16310,2019,00995993,2697398998.0,7833677803.0,-3110668569.0,-18363494346.0,16338289803.0
16311,2020,00995993,3027801581.0,2697398998.0,-5527232555.0,3814267995.0,2064248954.0
16312,2017,00983040,8753372033.0,28921068624.0,39063316439.0,-5485516006.0,-53745497024.0
16313,2018,00983040,9572415357.0,8753372033.0,-5133948770.0,94493522897.0,-88540530803.0
16314,2024,00983040,302120750000.0,14750726000.0,33558713000.0,-45408006000.0,299219317000.0
16315,2015,00983040,20063532829.0,28364496439.0,27301801079.0,-13885293376.0,-21717471313.0
16316,2016,00983040,28921068624.0,20063532829.0,40173940973.0,156256758668.0,-187573163846.0
16317,2019,00983040,52268995917.0,9572415357.0,50669986457.0,-149230910817.0,141257504920.0
16318,2020,00983040,70500099505.0,52268995917.0,23093946487.0,1086800759435.0,-1091663602334.0
16319,2021,00983040,50993116610.0,70500099505.0,22162464622.0,88316573956.0,-129986021473.0
16320,2022,00983040,122658736361.0,50993116610.0,-64822431887.0,-204951945692.0,341439997330.0
